|100|1770|6.77|
|105|1450|6.74|
|110|1200|6.71|
|115|998|6.69|
|120|832|6.67|
|125|697|6.65|
|130|586|6.63|
|135|495|6.61|
|140|419|6.59|
|145|357|6.58|
|150|304|6.57|
|155|261|6.55|
|160|224|6.54|
|165|194|6.53|
|170|168|6.52|
|175|146|6.52|
|180|127|6.51|
|185|111|6.51|
|190|97.3|6.5|
|195|85.6|6.5|
|200|75.5|6.5|
|205|66.8|6.5|
|210|59.3|6.5|
|215|52.7|6.5|
|220|47|6.5|
|225|42|6.51|
|230|37.7|6.51|
|235|33.8|6.52|
|240|30.5|6.52|
|245|27.5|6.53|
|250|24.8|6.54|
|255|22.5|6.54|
|260|20.4|6.55|
|265|18.6|6.56|
|270|16.9|6.57|
|275|15.5|6.58|
|280|14.1|6.6|
|285|12.9|6.61|
|290|11.9|6.62|
|295|10.9|6.63|
|300|10|6.65|
|305|9.18|6.66|
|310|8.43|6.67|
|315|7.75|6.69|
|320|7.13|6.7|
|325|6.57|6.71|
|330|6.06|6.73|
|335|5.59|6.74|
|340|5.17|6.76|
|345|4.78|6.78|
|350|4.43|6.79|
|355|4.1|6.81|
|360|3.81|6.83|
|365|3.54|6.85|
|370|3.29|6.87|
|375|3.06|6.89|
|380|2.85|6.91|
|385|2.65|6.93|
|390|2.47|6.95|
|395|2.31|6.97|
|400|2.15|6.99|
|405|2.01|7.01|
|410|1.88|7.04|
|415|1.76|7.06|
|420|1.64|7.09|
|425|1.54|7.11|
|430|1.44|7.14|
|435|1.35|7.16|
|440|1.26|7.19|
|445|1.19|7.22|
|450|1.11|7.25|
|455|1.05|7.27|
|460|0.983|7.3|
|465|0.925|7.33|
|470|0.87|7.36|
|475|0.819|7.38|
|480|0.771|7.41|
|485|0.727|7.44|
|490|0.685|7.47|
|495|0.646|7.5|
|500|0.609|7.53|
|505|0.575|7.56|
|510|0.543|7.58|
|515|0.513|7.61|
|520|0.484|7.64|
|525|0.458|7.67|
|530|0.433|7.7|
|535|0.409|7.73|
|540|0.387|7.75|
|545|0.367|7.78|
|550|0.347|7.81|
|555|0.329|7.84|
|560|0.312|7.87|
|565|0.296|7.9|
|570|0.28|7.93|
|575|0.266|7.96|
|580|0.252|7.99|
|585|0.24|8.02|
|590|0.228|8.05|
|595|0.216|8.08|
|600|0.205|8.12|
|605|0.195|8.15|
|610|0.186|8.18|
|615|0.177|8.21|
|620|0.168|8.25|
|625|0.16|8.28|
|630|0.152|8.31|
|635|0.145|8.35|
|640|0.138|8.38|
|645|0.131|8.42|
|650|0.125|8.45|
|655|0.119|8.49|
|660|0.114|8.52|
|665|0.108|8.56|
|670|0.103|8.59|
|675|0.0987|8.63|
|680|0.0942|8.66|
|685|0.0899|8.7|
|690|0.0858|8.73|
|695|0.082|8.77|
|700|0.0783|8.8|
|705|0.0748|8.84|
|710|0.0715|8.88|
|715|0.0683|8.91|
|720|0.0653|8.95|
|725|0.0624|8.98|
|730|0.0597|9.02|
|735|0.0571|9.05|
|740|0.0546|9.09|
|745|0.0523|9.13|
|750|0.05|9.16|
|755|0.0479|9.2|
|760|0.0459|9.24|
|765|0.0439|9.27|
|770|0.0421|9.31|
|775|0.0403|9.35|
|780|0.0386|9.38|
|785|0.037|9.42|
|790|0.0355|9.46|
|795|0.034|9.5|
|800|0.0326|9.53|
|805|0.0313|9.57|
|810|0.03|9.61|
|815|0.0288|9.65|
|820|0.0276|9.69|
|825|0.0265|9.73|
|830|0.0254|9.77|
|835|0.0244|9.81|
|840|0.0234|9.85|
|845|0.0225|9.89|
|850|0.0216|9.93|
|855|0.0208|9.97|
|860|0.0199|10.01|
|865|0.0192|10.05|
|870|0.0184|10.09|
|875|0.0177|10.13|
|880|0.017|10.17|
|885|0.0164|10.21|
|890|0.0157|10.25|
|895|0.0151|10.29|
|900|0.0145|10.33|
|905|0.014|10.38|
|910|0.0135|10.42|
|915|0.0129|10.46|
|920|0.0125|10.5|
|925|0.012|10.54|
|930|0.0115|10.59|
|935|0.0111|10.63|
|940|0.0107|10.67|
|945|0.0103|10.71|
|950|0.00991|10.76|
|955|0.00954|10.8|
|960|0.00919|10.84|
|965|0.00885|10.89|
|970|0.00853|10.93|
|975|0.00822|10.97|
|980|0.00792|11.02|
|985|0.00763|11.06|
|990|0.00735|11.11|
|995|0.00709|11.15|
|1000|0.00683|11.2|
|1005|0.00659|11.24|
|1010|0.00635|11.29|
|1015|0.00613|11.33|
|1020|0.00591|11.38|
|1025|0.0057|11.42|
|1030|0.0055|11.47|
|1035|0.0053|11.51|
|1040|0.00511|11.56|
|1045|0.00493|11.6|
|1050|0.00476|11.65|
|1055|0.0046|11.7|
|1060|0.00444|11.74|
|1065|0.00428|11.79|
|1070|0.00413|11.84|
|1075|0.00399|11.88|
|1080|0.00385|11.93|
|1085|0.00372|11.98|
|1090|0.00359|12.03|
|1095|0.00347|12.07|
|1100|0.00335|12.12|
|1105|0.00324|12.17|
|1110|0.00313|12.22|
|1115|0.00302|12.27|
|1120|0.00292|12.32|
|1125|0.00282|12.37|
|1130|0.00272|12.42|
|1135|0.00263|12.47|
|1140|0.00254|12.52|
|1145|0.00246|12.57|
|1150|0.00238|12.62|
|1155|0.0023|12.67|
|1160|0.00222|12.72|
|1165|0.00215|12.77|
|1170|0.00208|12.82|
|1175|0.00201|12.87|
|1180|0.00194|12.93|
|1185|0.00188|12.98|
|1190|0.00182|13.03|
|1195|0.00176|13.08|
|1200|0.0017|13.13|
|1205|0.00164|13.19|
|1210|0.00159|13.24|
|1215|0.00154|13.29|
|1220|0.00149|13.34|
|1225|0.00144|13.4|
|1230|0.00139|13.45|
|1235|0.00135|13.5|
|1240|0.00131|13.55|
|1245|0.00126|13.61|
|1250|0.00122|13.66|
|1255|0.00118|13.72|
|1260|0.00115|13.77|
|1265|0.00111|13.82|
|1270|0.00107|13.88|
|1275|0.00104|13.93|
|1280|0.00101|13.99|
|1285|0.000976|14.04|
|1290|0.000945|14.1|
|1295|0.000915|14.15|
|1300|0.000887|14.21|
|1305|0.000859|14.26|
|1310|0.000832|14.32|
|1315|0.000806|14.38|
|1320|0.000781|14.43|
|1325|0.000756|14.49|
|1330|0.000733|14.55|
|1335|0.00071|14.61|
|1340|0.000688|14.66|
|1345|0.000667|14.72|
|1350|0.000646|14.78|
|1355|0.000626|14.84|
|1360|0.000607|14.9|
|1365|0.000588|14.95|
|1370|0.00057|15.01|
|1375|0.000553|15.07|
|1380|0.000536|15.13|
|1385|0.000519|15.19|
|1390|0.000503|15.25|
|1395|0.000488|15.31|
|1400|0.000473|15.37|
|1405|0.000459|15.43|
|1410|0.000445|15.49|
|1415|0.000431|15.55|
|1420|0.000418|15.62|
|1425|0.000406|15.68|
|1430|0.000393|15.74|
|1435|0.000382|15.8|
|1440|0.00037|15.86|
|1445|0.000359|15.93|
|1450|0.000348|15.99|
|1455|0.000338|16.05|
|1460|0.000328|16.11|
|1465|0.000318|16.18|
|1470|0.000308|16.24|
|1475|0.000299|16.31|
|1480|0.00029|16.37|
|1485|0.000282|16.43|
|1490|0.000273|16.5|
|1495|0.000265|16.56|
|1500|0.000257|16.63|
|1505|0.00025|16.69|
|1510|0.000242|16.76|
|1515|0.000235|16.82|
|1520|0.000228|16.89|
|1525|0.000222|16.95|
|1530|0.000215|17.02|
|1535|0.000209|17.08|
|1540|0.000203|17.15|
|1545|0.000197|17.21|
|1550|0.000191|17.28|
|1555|0.000185|17.35|
|1560|0.00018|17.41|
|1565|0.000175|17.48|
|1570|0.00017|17.55|
|1575|0.000165|17.62|
|1580|0.00016|17.68|
|1585|0.000155|17.75|
|1590|0.000151|17.82|
|1595|0.000146|17.89|
|1600|0.000142|17.96|
|1605|0.000138|18.03|
|1610|0.000134|18.1|
|1615|0.00013|18.17|
|1620|0.000127|18.24|
|1625|0.000123|18.31|
|1630|0.000119|18.38|
|1635|0.000116|18.45|
|1640|0.000113|18.52|
|1645|0.000109|18.59|
|1650|0.000106|18.67|
|1655|0.000103|18.74|
|1660|0.0001|18.81|
|1665|9.74e-05|18.88|
|1670|9.46e-05|18.96|
|1675|9.2e-05|19.03|
|1680|8.93e-05|19.1|
|1685|8.68e-05|19.18|
|1690|8.43e-05|19.25|
|1695|8.19e-05|19.33|
|1700|7.96e-05|19.4|
|1705|7.74e-05|19.48|
|1710|7.52e-05|19.55|
|1715|7.31e-05|19.63|
|1720|7.1e-05|19.7|
|1725|6.9e-05|19.78|
|1730|6.71e-05|19.85|
|1735|6.52e-05|19.93|
|1740|6.33e-05|20.01|
|1745|6.16e-05|20.08|
|1750|5.98e-05|20.16|
|1755|5.82e-05|20.24|
|1760|5.65e-05|20.31|
|1765|5.5e-05|20.39|
|1770|5.34e-05|20.47|
|1775|5.19e-05|20.55|
|1780|5.05e-05|20.63|
|1785|4.91e-05|20.71|
|1790|4.77e-05|20.79|
|1795|4.64e-05|20.86|
|1800|4.51e-05|20.94|
|1805|4.38e-05|21.02|
|1810|4.26e-05|21.1|
|1815|4.14e-05|21.19|
|1820|4.03e-05|21.27|
|1825|3.92e-05|21.35|
|1830|3.81e-05|21.43|
|1835|3.7e-05|21.51|
|1840|3.6e-05|21.59|
|1845|3.5e-05|21.68|
|1850|3.4e-05|21.76|
|1855|3.31e-05|21.84|
|1860|3.22e-05|21.92|
|1865|3.13e-05|22.01|
|1870|3.04e-05|22.09|
|1875|2.96e-05|22.18|
|1880|2.88e-05|22.26|
|1885|2.8e-05|22.34|
|1890|2.72e-05|22.43|
|1895|2.65e-05|22.52|
|1900|2.58e-05|22.6|
|1905|2.5e-05|22.69|
|1910|2.44e-05|22.77|
|1915|2.37e-05|22.86|
|1920|2.3e-05|22.95|
|1925|2.24e-05|23.03|
|1930|2.18e-05|23.12|
|1935|2.12e-05|23.21|
|1940|2.06e-05|23.3|
|1945|2.01e-05|23.38|
|1950|1.95e-05|23.47|
|1955|1.9e-05|23.56|
|1960|1.85e-05|23.65|
|1965|1.8e-05|23.74|
|1970|1.75e-05|23.83|
|1975|1.7e-05|23.92|
|1980|1.65e-05|24.01|
|1985|1.61e-05|24.1|
|1990|1.57e-05|24.2|
|1995|1.52e-05|24.29|
|2000|1.48e-05|24.38|
|2005|1.44e-05|24.47|
|2010|1.4e-05|24.56|
|2015|1.37e-05|24.66|
|2020|1.33e-05|24.75|
|2025|1.29e-05|24.84|
|2030|1.26e-05|24.94|
|2035|1.22e-05|25.03|
|2040|1.19e-05|25.13|
|2045|1.16e-05|25.22|
|2050|1.13e-05|25.32|
|2055|1.1e-05|25.42|
|2060|1.07e-05|25.51|
|2065|1.04e-05|25.61|
|2070|1.01e-05|25.71|
|2075|9.84e-06|25.8|
|2080|9.57e-06|25.9|
|2085|9.31e-06|26|
|2090|9.06e-06|26.1|
|2095|8.82e-06|26.2|
|2100|8.58e-06|26.3|
|2105|8.35e-06|26.4|
|2110|8.13e-06|26.5|
|2115|7.91e-06|26.6|
|2120|7.7e-06|26.7|
|2125|7.49e-06|26.8|
|2130|7.29e-06|26.9|
|2135|7.1e-06|27.01|
|2140|6.91e-06|27.11|
|2145|6.72e-06|27.21|
|2150|6.55e-06|27.32|
|2155|6.37e-06|27.42|
|2160|6.2e-06|27.52|
|2165|6.04e-06|27.63|
|2170|5.87e-06|27.73|
|2175|5.72e-06|27.84|
|2180|5.57e-06|27.95|
|2185|5.42e-06|28.05|
|2190|5.27e-06|28.16|
|2195|5.13e-06|28.27|
|2200|5e-06|28.38|
|2205|4.86e-06|28.48|
|2210|4.73e-06|28.59|
|2215|4.61e-06|28.7|
|2220|4.49e-06|28.81|
|2225|4.37e-06|28.92|
|2230|4.25e-06|29.03|
|2235|4.14e-06|29.14|
|2240|4.03e-06|29.25|
|2245|3.92e-06|29.36|
|2250|3.82e-06|29.47|
|2255|3.72e-06|29.58|
|2260|3.62e-06|29.7|
|2265|3.52e-06|29.81|
|2270|3.43e-06|29.92|
|2275|3.34e-06|30.04|
|2280|3.25e-06|30.15|
|2285|3.16e-06|30.27|
|2290|3.08e-06|30.38|
|2295|3e-06|30.5|
|2300|2.92e-06|30.62|
|2305|2.84e-06|30.74|
|2310|2.77e-06|30.85|
|2315|2.69e-06|30.97|
|2320|2.62e-06|31.09|
|2325|2.55e-06|31.21|
|2330|2.49e-06|31.33|
|2335|2.42e-06|31.46|
|2340|2.36e-06|31.58|
|2345|2.29e-06|31.7|
|2350|2.23e-06|31.82|
|2355|2.17e-06|31.95|
|2360|2.12e-06|32.07|
|2365|2.06e-06|32.2|
|2370|2.01e-06|32.32|
|2375|1.95e-06|32.45|
|2380|1.9e-06|32.58|
|2385|1.85e-06|32.7|
|2390|1.8e-06|32.83|
|2395|1.76e-06|32.96|
|2400|1.71e-06|33.09|
|2405|1.66e-06|33.22|
|2410|1.62e-06|33.35|
|2415|1.58e-06|33.48|
|2420|1.54e-06|33.61|
|2425|1.5e-06|33.75|
|2430|1.46e-06|33.88|
|2435|1.42e-06|34.01|
|2440|1.38e-06|34.15|
|2445|1.35e-06|34.28|
|2450|1.31e-06|34.42|
|2455|1.28e-06|34.55|
|2460|1.24e-06|34.69|
|2465|1.21e-06|34.83|
|2470|1.18e-06|34.97|
|2475|1.15e-06|35.11|
|2480|1.12e-06|35.25|
|2485|1.09e-06|35.39|
|2490|1.06e-06|35.53|
|2495|1.03e-06|35.67|
|2500|1e-06|35.82|
|2505|9.77e-07|35.96|
|2510|9.52e-07|36.1|
|2515|9.27e-07|36.25|
|2520|9.02e-07|36.4|
|2525|8.79e-07|36.54|
|2530|8.56e-07|36.69|
|2535|8.33e-07|36.84|
|2540|8.11e-07|36.99|
|2545|7.9e-07|37.14|
|2550|7.69e-07|37.29|
|2555|7.49e-07|37.45|
|2560|7.3e-07|37.6|
|2565|7.1e-07|37.76|
|2570|6.92e-07|37.91|
|2575|6.74e-07|38.07|
|2580|6.56e-07|38.23|
|2585|6.39e-07|38.39|
|2590|6.22e-07|38.55|
|2595|6.06e-07|38.71|
|2600|5.9e-07|38.87|
|2605|5.74e-07|39.04|
|2610|5.59e-07|39.2|
|2615|5.45e-07|39.37|
|2620|5.3e-07|39.54|
|2625|5.16e-07|39.71|
|2630|5.03e-07|39.88|
|2635|4.9e-07|40.05|
|2640|4.77e-07|40.23|
|2645|4.64e-07|40.4|
|2650|4.52e-07|40.58|
|2655|4.4e-07|40.75|
|2660|4.29e-07|40.93|
|2665|4.18e-07|41.11|
|2670|4.07e-07|41.29|
|2675|3.96e-07|41.47|
|2680|3.86e-07|41.65|
|2685|3.75e-07|41.83|
|2690|3.66e-07|42.01|
|2695|3.56e-07|42.2|
|2700|3.47e-07|42.38|
|2705|3.38e-07|42.57|
|2710|3.29e-07|42.76|
|2715|3.2e-07|42.95|
|2720|3.12e-07|43.14|
|2725|3.04e-07|43.33|
|2730|2.96e-07|43.53|
|2735|2.88e-07|43.72|
|2740|2.8e-07|43.91|
|2745|2.73e-07|44.11|
|2750|2.66e-07|44.3|
|2755|2.59e-07|44.5|
|2760|2.52e-07|44.69|
|2765|2.46e-07|44.89|
|2770|2.39e-07|45.09|
|2775|2.33e-07|45.28|
|2780|2.27e-07|45.48|
|2785|2.21e-07|45.68|
|2790|2.15e-07|45.88|
|2795|2.09e-07|46.08|
|2800|2.04e-07|46.27|
|2805|1.99e-07|46.46|
|2810|1.93e-07|46.65|
|2815|1.88e-07|46.85|
|2820|1.83e-07|47.04|
|2825|1.79e-07|47.23|
|2830|1.74e-07|47.42|
|2835|1.69e-07|47.61|
|2840|1.65e-07|47.8|
|2845|1.61e-07|48|
|2850|1.57e-07|48.19|
|2855|1.52e-07|48.39|
|2860|1.48e-07|48.58|
|2865|1.45e-07|48.78|
|2870|1.41e-07|48.98|
|2875|1.37e-07|49.18|
|2880|1.34e-07|49.38|
|2885|1.3e-07|49.58|
|2890|1.27e-07|49.78|
|2895|1.23e-07|49.98|
|2900|1.2e-07|50.19|
|2905|1.17e-07|50.4|
|2910|1.14e-07|50.6|
|2915|1.11e-07|50.81|
|2920|1.08e-07|51.02|
|2925|1.05e-07|51.24|
|2930|1.03e-07|51.45|
|2935|9.99e-08|51.67|
|2940|9.72e-08|51.89|
|2945|9.47e-08|52.11|
|2950|9.22e-08|52.33|
|2955|8.98e-08|52.56|
|2960|8.75e-08|52.79|
|2965|8.52e-08|53.02|
|2970|8.3e-08|53.25|
|2975|8.08e-08|53.48|
|2980|7.87e-08|53.72|
|2985|7.66e-08|53.96|
|2990|7.46e-08|54.2|
|2995|7.27e-08|54.45|
|3000|7.08e-08|54.7|
