 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 0 0 0| |   2830|   2195| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 1| |    173|    131| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 2| |     13|     11| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 3| |   2617|   1980| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 4| |    545|    391| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 5| |     21|     15| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 6| |    200|    167| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 7| |      9|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 8| |     33|     22| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 0 9| |      0|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0109
 0 1 0| |    272|    178| 0.0886| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 1| |     24|     15| 0.1043| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 2| |      1|      0| 0.1051| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 3| |    246|    169| 0.0885| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 4| |     53|     50| 0.1031| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 5| |      1|      0| 0.1076| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 6| |     15|     19| 0.0924| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 7| |      1|      0| 0.1029| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 8| |      1|      2| 0.0937| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 1 9| |      0|      0| 0.1020| 0.0323| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0122
 0 2 0| |     28|     18| 0.0094| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 1| |      3|      0| 0.0127| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 2| |      1|      0| 0.0129| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 3| |     27|     21| 0.0093| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 4| |     10|      3| 0.0125| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 5| |      0|      0| 0.0135| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 6| |      0|      2| 0.0102| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 7| |      0|      0| 0.0124| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 8| |      1|      1| 0.0104| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 0 2 9| |      0|      0| 0.0122| 0.0937| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0230
 1 0 0| |    465|    369| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 1| |    113|    103| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 2| |     10|      7| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 3| |    410|    302| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 4| |    341|    235| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 5| |     30|     23| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 6| |     63|     67| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 7| |     10|      4| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 8| |      8|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 9| |      0|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 1 0| |     94|     61| 0.1768| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 1| |     23|     17| 0.1842| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 2| |      2|      1| 0.1865| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 3| |     79|     54| 0.1765| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 4| |     64|     48| 0.1830| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 5| |      6|      4| 0.1888| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 6| |      8|     10| 0.1805| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 7| |      1|      3| 0.1842| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 8| |      0|      0| 0.1787| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 9| |      0|      0| 0.1843| 0.0499| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 2 0| |     16|      6| 0.0283| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 1| |      4|      5| 0.0296| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 2| |      0|      0| 0.0301| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 3| |     16|     14| 0.0282| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 4| |     13|      5| 0.0294| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 5| |      0|      1| 0.0305| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 6| |      0|      1| 0.0290| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 7| |      0|      0| 0.0296| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 8| |      1|      0| 0.0286| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 2 9| |      0|      0| 0.0297| 0.1122| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0328
 1 3 0| |      2|      1| 0.0016| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 1| |      0|      0| 0.0021| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 2| |      0|      0| 0.0023| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 3| |      0|      0| 0.0016| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 4| |      1|      0| 0.0021| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 5| |      0|      0| 0.0024| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 6| |      0|      0| 0.0019| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 7| |      0|      0| 0.0021| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 8| |      1|      0| 0.0018| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 1 3 9| |      0|      0| 0.0021| 0.4476| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0328
 2 0 0| |     32|     26| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 1| |     26|     25| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 2| |      1|      4| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 3| |     19|     22| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 4| |     62|     44| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 5| |      9|      5| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 6| |     12|      5| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 7| |      6|      4| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 8| |      3|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 9| |      1|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 1 0| |      6|      4| 0.2734| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 1| |     13|      7| 0.2764| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 2| |      1|      1| 0.2787| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 3| |      5|      4| 0.2733| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 4| |     19|     16| 0.2765| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 5| |      2|      5| 0.2795| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 6| |      2|      2| 0.2753| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 7| |      0|      1| 0.2771| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 8| |      0|      0| 0.2759| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 9| |      0|      1| 0.2810| 0.1203| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 2 0| |      0|      2| 0.0646| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 1| |      0|      2| 0.0705| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 2| |      0|      0| 0.0753| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 3| |      2|      1| 0.0643| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 4| |      5|      8| 0.0709| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 5| |      1|      1| 0.0768| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 6| |      1|      0| 0.0684| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 7| |      0|      0| 0.0719| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 8| |      0|      1| 0.0697| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 2 9| |      0|      0| 0.0798| 0.2119| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0496
 2 3 0| |      0|      0| 0.0063| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 1| |      1|      0| 0.0055| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 2| |      0|      0| 0.0049| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 3| |      0|      0| 0.0063| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 4| |      1|      0| 0.0055| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 5| |      0|      0| 0.0047| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 6| |      0|      0| 0.0058| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 7| |      0|      0| 0.0054| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 8| |      0|      0| 0.0057| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 2 3 9| |      0|      0| 0.0044| 0.7094| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0496
 3 0 1| |      2|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 2| |      0|      1| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 4| |      6|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 5| |      2|      3| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
