 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 1 2 0| |     53|     41| 0.0295| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 1| |     17|     14| 0.0316| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 2| |      1|      1| 0.0326| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 3| |     49|     41| 0.0294| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 4| |     48|     34| 0.0313| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 5| |      3|      4| 0.0327| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 6| |      2|      3| 0.0305| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 7| |      0|      1| 0.0323| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 8| |      2|      0| 0.0302| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 2 9| |      0|      0| 0.0322| 0.0574| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0336
 1 3 0| |      6|      2| 0.0027| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 1| |      2|      0| 0.0031| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 2| |      0|      0| 0.0033| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 3| |      2|      2| 0.0027| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 4| |      7|      4| 0.0030| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 5| |      1|      1| 0.0033| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 6| |      1|      0| 0.0029| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 7| |      0|      0| 0.0032| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 8| |      1|      0| 0.0028| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 1 3 9| |      0|      0| 0.0032| 0.1860| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0336
 2 0 0| |     93|     94| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 1| |     99|     84| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 2| |     18|      9| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 3| |     75|     66| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 4| |    239|    172| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 5| |     32|     24| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 6| |     20|     23| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 7| |     17|     13| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 8| |      7|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 9| |      2|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 1 0| |     29|     20| 0.2970| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 1| |     41|     29| 0.2990| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 2| |      5|      3| 0.3005| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 3| |     25|     10| 0.2970| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 4| |     72|     54| 0.2988| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 5| |     10|     13| 0.3000| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 6| |     12|      6| 0.2982| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 7| |      2|      7| 0.2999| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 8| |      0|      1| 0.2975| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 9| |      0|      1| 0.3011| 0.0621| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 2 0| |      5|      5| 0.0783| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 1| |      3|     15| 0.0822| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 2| |      0|      1| 0.0850| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 3| |      8|      4| 0.0783| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 4| |     22|     22| 0.0817| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 5| |      1|      3| 0.0840| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 6| |      5|      2| 0.0806| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 7| |      0|      0| 0.0839| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 8| |      1|      2| 0.0793| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 2 9| |      0|      0| 0.0862| 0.1049| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 2 3 0| |      0|      1| 0.0098| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 1| |      1|      3| 0.0099| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 2| |      0|      0| 0.0100| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 3| |      1|      1| 0.0098| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 4| |      3|      1| 0.0099| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 5| |      0|      0| 0.0100| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 6| |      0|      1| 0.0099| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 7| |      0|      0| 0.0100| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 8| |      0|      0| 0.0098| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 2 3 9| |      0|      0| 0.0100| 0.2903| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 0 1| |     17|      4| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 2| |      2|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 4| |     14|     15| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 5| |      7|      5| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 6| |      0|      1| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 7| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 8| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 1 1| |      9|      6| 0.5680| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 2| |      2|      2| 0.5226| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 4| |      9|      6| 0.5611| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 5| |      1|      3| 0.5302| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 6| |      1|      0| 0.5785| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 7| |      0|      0| 0.5722| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 8| |      0|      0| 0.5059| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 9| |      0|      0| 0.5498| 0.2003| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 2 1| |      1|      3| 0.1695| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 2| |      0|      0| 0.2205| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 4| |      4|      4| 0.1773| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 5| |      0|      1| 0.2120| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 6| |      0|      1| 0.1577| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 7| |      0|      0| 0.1648| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 8| |      0|      1| 0.2392| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 2 9| |      0|      0| 0.1899| 0.2849| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 3 3 1| |      0|      2| 0.0592| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 2| |      0|      0| 0.0474| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 4| |      1|      0| 0.0574| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 5| |      0|      0| 0.0494| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 6| |      0|      0| 0.0619| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 7| |      0|      1| 0.0603| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 8| |      0|      0| 0.0431| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 3 3 9| |      0|      0| 0.0545| 0.5143| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 0 1| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 2| |      2|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 4| |      4|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 5| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 1 1| |      1|      2| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 2| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 4| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 5| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 6| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 7| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 8| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 1 9| |      0|      0| 0.4115| 0.6901| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 4 2 1| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 2| |      0|      1| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 4| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 5| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 6| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 7| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 8| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 2 9| |      0|      0| 0.1319| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0498
 4 3 1| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 2| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 4| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 5| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 6| |      1|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 7| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 8| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
 4 3 9| |      0|      0| 0.1239| 1.0690| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0498
